serial_no,order_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
17913,18462,1,11/11/2024,13:19:43,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
17914,18462,1,11/11/2024,13:19:43,20.25,20.25,L,Veggie,Corn Cheese Pizza
17915,18462,1,11/11/2024,13:19:43,20.75,20.75,L,Supreme,Veg Special Pizza
17916,18462,1,11/11/2024,13:19:43,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
17917,18462,1,11/11/2024,13:19:43,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
17918,18462,1,11/11/2024,13:19:43,16.75,16.75,M,Classic,Paneer Cheese Pizza
17919,18462,1,11/11/2024,13:19:43,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
17920,18463,1,11/11/2024,13:24:46,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
17921,18464,1,11/11/2024,13:27:55,16.5,16.5,M,Supreme,Paneer Makhani Pizza
17922,18467,1,11/11/2024,13:38:27,16.75,16.75,M,Classic,Paneer Tandoori Pizza
17923,18467,1,11/11/2024,13:38:27,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
17924,18467,1,11/11/2024,13:38:27,16,16,M,Classic,Paneer Peri Peri Pizza
17925,18468,1,11/11/2024,14:26:35,20.25,20.25,L,Veggie,Corn Cheese Pizza
17926,18469,1,11/11/2024,14:43:11,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
17927,18470,1,11/11/2024,15:01:28,20.75,20.75,L,Classic,Paneer Tandoori Pizza
17928,18470,1,11/11/2024,15:01:28,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
17929,18471,1,11/11/2024,15:25:50,20.25,20.25,L,Veggie,Corn Cheese Pizza
17930,18472,1,11/11/2024,15:33:20,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
17931,18473,1,11/11/2024,15:53:48,18.5,18.5,L,Veggie,Onion Cheese Pizza
17932,18474,1,11/11/2024,16:17:25,16.5,16.5,M,Supreme,Veg Special Pizza
17933,18475,1,11/11/2024,16:25:36,16,16,M,Veggie,Paneer Peppy Pizza
17934,18475,1,11/11/2024,16:25:36,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
17935,18476,1,11/11/2024,16:29:25,12.5,12.5,S,Supreme,Veg Special Pizza
17936,18476,1,11/11/2024,16:29:25,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
17937,18477,1,11/11/2024,16:38:30,12,12,S,Veggie,Corn Cheese Pizza
17938,18478,2,11/11/2024,16:40:22,16.5,33,M,Supreme,Capsicum Cheese Pizza
17939,18479,1,11/11/2024,16:49:00,12.75,12.75,S,Classic,Paneer Cheese Pizza
17940,18481,1,11/11/2024,17:08:47,16.5,16.5,M,Supreme,Veg Special Pizza
17941,18482,1,11/11/2024,17:12:15,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
17942,18483,1,11/11/2024,17:29:48,16,16,M,Veggie,Paneer Peppy Pizza
17943,18483,1,11/11/2024,17:29:48,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
17944,18484,1,11/11/2024,18:11:37,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
17945,18484,1,11/11/2024,18:11:37,12.75,12.75,S,Classic,Paneer Cheese Pizza
17946,18485,1,11/11/2024,18:47:08,16,16,M,Veggie,Paneer Peppy Pizza
17947,18485,1,11/11/2024,18:47:08,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
17948,18486,1,11/11/2024,18:48:11,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
17949,18486,1,11/11/2024,18:48:11,20.75,20.75,L,Classic,Paneer Cheese Pizza
17950,18487,1,11/11/2024,19:00:28,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
17951,18488,1,11/11/2024,19:08:03,20.75,20.75,L,Classic,Paneer Tandoori Pizza
17952,18491,2,11/11/2024,19:55:32,16.5,33,L,Classic,Plain Cheese Margherita Pizza
17953,18491,1,11/11/2024,19:55:32,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
17954,18491,1,11/11/2024,19:55:32,12,12,S,Veggie,Corn Cheese Pizza
17955,18493,1,11/11/2024,20:55:59,12,12,S,Veggie,Paneer Peppy Pizza
17956,18494,1,11/11/2024,21:10:59,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
17957,18494,1,11/11/2024,21:10:59,16,16,M,Classic,Paneer Peri Peri Pizza
17958,18495,1,11/11/2024,22:00:25,20.25,20.25,L,Veggie,Corn Cheese Pizza
17959,18496,1,11/11/2024,22:00:35,12.75,12.75,S,Classic,Paneer Tandoori Pizza
17960,18497,1,11/11/2024,22:15:56,16.75,16.75,M,Classic,Paneer Tandoori Pizza
17961,18498,1,11/11/2024,22:49:08,20.75,20.75,L,Classic,Paneer Tandoori Pizza
17962,18501,1,11/12/2024,12:26:56,12.75,12.75,S,Classic,Paneer Cheese Pizza
17963,18502,1,11/12/2024,12:28:42,12.75,12.75,S,Classic,Paneer Tandoori Pizza
17964,18503,1,11/12/2024,12:29:37,16.75,16.75,M,Classic,Paneer Tandoori Pizza
17965,18503,1,11/12/2024,12:29:37,12.5,12.5,S,Supreme,Paneer Makhani Pizza
17966,18510,1,11/12/2024,13:18:44,18.5,18.5,L,Veggie,Onion Cheese Pizza
17967,18511,1,11/12/2024,13:20:53,16,16,M,Veggie,Corn Cheese Pizza
17968,18512,1,11/12/2024,13:23:01,16.75,16.75,M,Classic,Paneer Tandoori Pizza
17969,18512,1,11/12/2024,13:23:01,16.5,16.5,M,Supreme,Paneer Makhani Pizza
17970,18513,2,11/12/2024,13:24:59,16.75,33.5,M,Classic,Paneer Tandoori Pizza
17971,18513,2,11/12/2024,13:24:59,12.75,25.5,S,Classic,Paneer Tandoori Pizza
17972,18513,1,11/12/2024,13:24:59,16,16,M,Classic,Cheese Chilly Pizza
17973,18513,1,11/12/2024,13:24:59,18.5,18.5,L,Veggie,Onion Cheese Pizza
17974,18513,1,11/12/2024,13:24:59,20.75,20.75,L,Supreme,Paneer Makhani Pizza
17975,18513,1,11/12/2024,13:24:59,12.5,12.5,S,Supreme,Paneer Makhani Pizza
17976,18513,1,11/12/2024,13:24:59,20.75,20.75,L,Classic,Paneer Cheese Pizza
17977,18514,2,11/12/2024,14:04:46,16.5,33,L,Classic,Plain Cheese Margherita Pizza
17978,18514,1,11/12/2024,14:04:46,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
17979,18514,1,11/12/2024,14:04:46,12.5,12.5,S,Supreme,Veg Special Pizza
17980,18515,1,11/12/2024,14:07:12,12,12,S,Classic,Cheese Chilly Pizza
17981,18515,1,11/12/2024,14:07:12,18.5,18.5,L,Veggie,Onion Cheese Pizza
17982,18515,1,11/12/2024,14:07:12,12.5,12.5,S,Supreme,Veg Special Pizza
17983,18516,1,11/12/2024,14:28:42,12,12,S,Classic,Cheese Chilly Pizza
17984,18516,1,11/12/2024,14:28:42,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
17985,18518,1,11/12/2024,14:52:03,12,12,S,Classic,Cheese Chilly Pizza
17986,18519,1,11/12/2024,14:52:46,16.75,16.75,M,Classic,Paneer Tandoori Pizza
17987,18519,1,11/12/2024,14:52:46,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
17988,18519,2,11/12/2024,14:52:46,20.75,41.5,L,Classic,Paneer Cheese Pizza
17989,18521,1,11/12/2024,15:36:45,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
17990,18522,1,11/12/2024,15:37:04,20.5,20.5,L,Classic,Cheese Chilly Pizza
17991,18523,1,11/12/2024,15:41:59,12.75,12.75,S,Classic,Paneer Tandoori Pizza
17992,18524,1,11/12/2024,15:55:13,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
17993,18525,1,11/12/2024,16:01:45,16,16,M,Veggie,Corn Cheese Pizza
17994,18525,1,11/12/2024,16:01:45,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
17995,18527,1,11/12/2024,16:24:56,16.5,16.5,M,Supreme,Veg Special Pizza
17996,18528,1,11/12/2024,16:28:24,16.5,16.5,M,Supreme,Paneer Makhani Pizza
17997,18529,1,11/12/2024,16:34:21,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
17998,18529,1,11/12/2024,16:34:21,20.75,20.75,L,Supreme,Veg Special Pizza
17999,18529,1,11/12/2024,16:34:21,20.75,20.75,L,Classic,Paneer Cheese Pizza
18000,18530,1,11/12/2024,16:43:31,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18001,18530,1,11/12/2024,16:43:31,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18002,18532,1,11/12/2024,16:55:59,18.5,18.5,L,Veggie,Onion Cheese Pizza
18003,18532,1,11/12/2024,16:55:59,20.25,20.25,L,Veggie,Corn Cheese Pizza
18004,18533,1,11/12/2024,17:09:18,12,12,S,Classic,Cheese Chilly Pizza
18005,18535,1,11/12/2024,17:16:45,20.5,20.5,L,Classic,Cheese Chilly Pizza
18006,18536,1,11/12/2024,17:22:08,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
18007,18538,1,11/12/2024,17:42:58,12.75,12.75,S,Classic,Paneer Cheese Pizza
18008,18540,1,11/12/2024,17:50:31,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18009,18541,1,11/12/2024,18:34:54,18.5,18.5,L,Veggie,Onion Cheese Pizza
18010,18541,1,11/12/2024,18:34:54,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18011,18542,1,11/12/2024,18:40:11,16,16,M,Veggie,Paneer Peppy Pizza
18012,18542,1,11/12/2024,18:40:11,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18013,18542,1,11/12/2024,18:40:11,20.75,20.75,L,Supreme,Paneer Makhani Pizza
18014,18543,1,11/12/2024,18:47:34,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
18015,18544,1,11/12/2024,18:56:27,20.75,20.75,L,Classic,Paneer Cheese Pizza
18016,18545,1,11/12/2024,19:10:41,12.75,12.75,S,Classic,Paneer Tandoori Pizza
18017,18546,1,11/12/2024,19:12:48,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18018,18547,1,11/12/2024,19:34:00,18.5,18.5,L,Veggie,Onion Cheese Pizza
18019,18547,1,11/12/2024,19:34:00,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18020,18548,1,11/12/2024,19:36:10,16.5,16.5,M,Supreme,Veg Special Pizza
18021,18550,1,11/12/2024,20:02:27,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18022,18550,1,11/12/2024,20:02:27,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18023,18551,1,11/12/2024,20:19:57,16.75,16.75,M,Classic,Paneer Cheese Pizza
18024,18552,1,11/12/2024,20:31:29,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18025,18554,1,11/12/2024,20:51:27,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18026,18557,1,11/12/2024,21:43:47,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18027,18557,1,11/12/2024,21:43:47,20.25,20.25,L,Veggie,Corn Cheese Pizza
18028,18558,1,11/13/2024,11:22:32,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18029,18558,1,11/13/2024,11:22:32,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18030,18562,1,11/13/2024,12:42:13,16,16,M,Classic,Cheese Chilly Pizza
18031,18563,1,11/13/2024,12:51:24,20.75,20.75,L,Classic,Paneer Cheese Pizza
18032,18564,1,11/13/2024,12:53:30,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18033,18566,1,11/13/2024,13:01:40,12,12,S,Classic,Cheese Chilly Pizza
18034,18569,1,11/13/2024,13:07:35,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18035,18570,1,11/13/2024,13:17:39,12,12,S,Veggie,Paneer Peppy Pizza
18036,18570,1,11/13/2024,13:17:39,16.5,16.5,M,Supreme,Paneer Makhani Pizza
18037,18571,1,11/13/2024,13:18:03,18.5,18.5,L,Veggie,Onion Cheese Pizza
18038,18572,1,11/13/2024,13:20:49,16.5,16.5,M,Supreme,Veg Special Pizza
18039,18572,1,11/13/2024,13:20:49,20.75,20.75,L,Classic,Paneer Cheese Pizza
18040,18573,1,11/13/2024,13:27:28,16,16,M,Classic,Cheese Chilly Pizza
18041,18575,1,11/13/2024,14:04:33,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18042,18576,1,11/13/2024,14:12:07,16,16,M,Classic,Cheese Chilly Pizza
18043,18576,1,11/13/2024,14:12:07,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18044,18576,1,11/13/2024,14:12:07,20.25,20.25,L,Veggie,Corn Cheese Pizza
18045,18577,1,11/13/2024,14:44:59,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18046,18577,1,11/13/2024,14:44:59,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18047,18578,1,11/13/2024,15:20:44,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18048,18580,1,11/13/2024,15:55:58,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18049,18582,1,11/13/2024,16:06:22,20.75,20.75,L,Classic,Paneer Cheese Pizza
18050,18583,1,11/13/2024,16:08:41,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
18051,18584,1,11/13/2024,16:13:46,18.5,18.5,L,Veggie,Onion Cheese Pizza
18052,18585,1,11/13/2024,16:28:45,16,16,M,Classic,Cheese Chilly Pizza
18053,18591,1,11/13/2024,17:26:01,12,12,S,Veggie,Paneer Peppy Pizza
18054,18591,1,11/13/2024,17:26:01,20.25,20.25,L,Veggie,Corn Cheese Pizza
18055,18592,1,11/13/2024,17:26:03,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18056,18592,1,11/13/2024,17:26:03,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18057,18594,1,11/13/2024,17:36:48,20.5,20.5,L,Classic,Cheese Chilly Pizza
18058,18595,1,11/13/2024,18:00:16,20.5,20.5,L,Classic,Cheese Chilly Pizza
18059,18597,1,11/13/2024,18:27:24,16,16,M,Classic,Cheese Chilly Pizza
18060,18598,1,11/13/2024,18:33:34,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18061,18599,1,11/13/2024,18:35:59,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18062,18600,1,11/13/2024,18:36:46,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
18063,18600,1,11/13/2024,18:36:46,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
18064,18601,1,11/13/2024,18:41:14,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18065,18603,1,11/13/2024,18:41:53,16.5,16.5,M,Supreme,Veg Special Pizza
18066,18604,1,11/13/2024,18:51:25,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18067,18605,1,11/13/2024,18:53:30,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18068,18605,1,11/13/2024,18:53:30,20.25,20.25,L,Veggie,Corn Cheese Pizza
18069,18607,1,11/13/2024,19:12:00,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18070,18610,1,11/13/2024,20:06:40,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18071,18613,1,11/13/2024,20:47:06,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18072,18613,1,11/13/2024,20:47:06,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18073,18614,1,11/13/2024,20:49:55,16,16,M,Classic,Cheese Chilly Pizza
18074,18614,1,11/13/2024,20:49:55,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
18075,18615,1,11/13/2024,20:58:29,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18076,18615,1,11/13/2024,20:58:29,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18077,18616,1,11/13/2024,21:20:08,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18078,18618,1,11/13/2024,21:48:02,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18079,18618,1,11/13/2024,21:48:02,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18080,18619,1,11/13/2024,21:53:01,18.5,18.5,L,Veggie,Onion Cheese Pizza
18081,18619,1,11/13/2024,21:53:01,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18082,18619,1,11/13/2024,21:53:01,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18083,18622,1,11/13/2024,22:10:33,20.75,20.75,L,Supreme,Veg Special Pizza
18084,18624,1,11/13/2024,22:37:24,12,12,S,Classic,Cheese Chilly Pizza
18085,18627,1,11/14/2024,12:45:24,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18086,18627,1,11/14/2024,12:45:24,12,12,S,Classic,Cheese Chilly Pizza
18087,18628,1,11/14/2024,13:04:04,16.75,16.75,M,Classic,Paneer Cheese Pizza
18088,18629,1,11/14/2024,13:31:16,16.5,16.5,M,Supreme,Paneer Makhani Pizza
18089,18629,1,11/14/2024,13:31:16,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18090,18629,1,11/14/2024,13:31:16,20.75,20.75,L,Classic,Paneer Cheese Pizza
18091,18630,1,11/14/2024,13:39:31,16,16,M,Classic,Cheese Chilly Pizza
18092,18630,1,11/14/2024,13:39:31,12,12,S,Veggie,Paneer Peppy Pizza
18093,18630,1,11/14/2024,13:39:31,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18094,18630,1,11/14/2024,13:39:31,12.5,12.5,S,Supreme,Veg Special Pizza
18095,18630,1,11/14/2024,13:39:31,20.75,20.75,L,Classic,Paneer Cheese Pizza
18096,18631,1,11/14/2024,13:41:10,20.75,20.75,L,Classic,Paneer Cheese Pizza
18097,18633,1,11/14/2024,13:53:27,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18098,18634,1,11/14/2024,13:55:53,20.75,20.75,L,Classic,Paneer Cheese Pizza
18099,18638,1,11/14/2024,14:46:12,16,16,M,Classic,Cheese Chilly Pizza
18100,18640,1,11/14/2024,15:07:46,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18101,18640,1,11/14/2024,15:07:46,12,12,S,Classic,Paneer Peri Peri Pizza
18102,18641,1,11/14/2024,15:09:02,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
18103,18642,1,11/14/2024,15:27:57,20.75,20.75,L,Supreme,Paneer Makhani Pizza
18104,18643,1,11/14/2024,15:31:20,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18105,18643,1,11/14/2024,15:31:20,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
18106,18644,1,11/14/2024,15:36:22,12.75,12.75,S,Classic,Paneer Tandoori Pizza
18107,18644,1,11/14/2024,15:36:22,16,16,M,Classic,Cheese Chilly Pizza
18108,18644,1,11/14/2024,15:36:22,16,16,M,Veggie,Paneer Peppy Pizza
18109,18646,1,11/14/2024,16:09:08,12.75,12.75,S,Classic,Paneer Tandoori Pizza
18110,18647,1,11/14/2024,16:26:09,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
18111,18647,1,11/14/2024,16:26:09,16.75,16.75,M,Classic,Paneer Cheese Pizza
18112,18648,1,11/14/2024,16:28:17,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
18113,18650,1,11/14/2024,17:13:24,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18114,18651,1,11/14/2024,17:21:02,20.75,20.75,L,Classic,Paneer Cheese Pizza
18115,18652,1,11/14/2024,17:40:20,20.5,20.5,L,Classic,Cheese Chilly Pizza
18116,18656,1,11/14/2024,18:50:19,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18117,18657,1,11/14/2024,18:50:52,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18118,18659,1,11/14/2024,19:01:23,16,16,M,Classic,Cheese Chilly Pizza
18119,18660,1,11/14/2024,19:09:40,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18120,18660,1,11/14/2024,19:09:40,12.5,12.5,S,Supreme,Veg Special Pizza
18121,18661,1,11/14/2024,19:20:17,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18122,18662,1,11/14/2024,19:26:10,16,16,M,Veggie,Corn Cheese Pizza
18123,18662,1,11/14/2024,19:26:10,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18124,18663,1,11/14/2024,19:37:29,20.75,20.75,L,Classic,Paneer Cheese Pizza
18125,18663,1,11/14/2024,19:37:29,12,12,S,Classic,Paneer Peri Peri Pizza
18126,18665,1,11/14/2024,19:39:35,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18127,18666,1,11/14/2024,19:40:11,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18128,18669,1,11/14/2024,20:27:17,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18129,18670,1,11/14/2024,20:29:31,16,16,M,Classic,Cheese Chilly Pizza
18130,18672,1,11/14/2024,21:05:01,20.75,20.75,L,Supreme,Veg Special Pizza
18131,18672,1,11/14/2024,21:05:01,12.5,12.5,S,Supreme,Paneer Makhani Pizza
18132,18674,1,11/14/2024,21:10:53,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
18133,18675,1,11/14/2024,21:21:09,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18134,18676,1,11/14/2024,21:36:52,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18135,18676,1,11/14/2024,21:36:52,16,16,M,Classic,Paneer Peri Peri Pizza
18136,18677,1,11/14/2024,21:47:17,16,16,M,Classic,Cheese Chilly Pizza
18137,18679,1,11/14/2024,22:22:24,12,12,S,Classic,Cheese Chilly Pizza
18138,18680,1,11/14/2024,22:34:12,20.5,20.5,L,Classic,Cheese Chilly Pizza
18139,18682,1,11/14/2024,23:01:33,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
18140,18682,1,11/14/2024,23:01:33,20.75,20.75,L,Classic,Paneer Cheese Pizza
18141,18685,1,11/15/2024,12:13:25,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18142,18686,1,11/15/2024,12:16:16,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18143,18688,1,11/15/2024,12:46:45,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18144,18688,1,11/15/2024,12:46:45,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18145,18688,1,11/15/2024,12:46:45,16.5,16.5,M,Supreme,Veg Special Pizza
18146,18690,1,11/15/2024,12:54:30,12.5,12.5,S,Supreme,Veg Special Pizza
18147,18692,1,11/15/2024,13:06:21,16.5,16.5,M,Supreme,Veg Special Pizza
18148,18693,1,11/15/2024,13:08:43,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18149,18694,1,11/15/2024,13:11:29,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18150,18695,1,11/15/2024,13:12:59,18.5,18.5,L,Veggie,Onion Cheese Pizza
18151,18697,1,11/15/2024,13:31:26,12.5,12.5,S,Supreme,Veg Special Pizza
18152,18698,1,11/15/2024,13:38:51,16,16,M,Classic,Cheese Chilly Pizza
18153,18698,1,11/15/2024,13:38:51,20.75,20.75,L,Classic,Paneer Cheese Pizza
18154,18700,1,11/15/2024,14:38:30,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18155,18701,1,11/15/2024,15:06:28,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
18156,18702,1,11/15/2024,15:18:53,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18157,18702,1,11/15/2024,15:18:53,20.5,20.5,L,Classic,Cheese Chilly Pizza
18158,18702,1,11/15/2024,15:18:53,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
18159,18703,1,11/15/2024,16:15:46,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18160,18704,1,11/15/2024,16:41:40,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
18161,18704,1,11/15/2024,16:41:40,16.5,16.5,M,Supreme,Veg Special Pizza
18162,18709,1,11/15/2024,17:22:36,20.5,20.5,L,Classic,Cheese Chilly Pizza
18163,18712,1,11/15/2024,17:42:09,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18164,18713,1,11/15/2024,17:44:38,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18165,18713,1,11/15/2024,17:44:38,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18166,18714,1,11/15/2024,18:03:46,18.5,18.5,L,Veggie,Onion Cheese Pizza
18167,18714,1,11/15/2024,18:03:46,16.5,16.5,M,Supreme,Paneer Makhani Pizza
18168,18715,1,11/15/2024,18:08:35,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18169,18715,1,11/15/2024,18:08:35,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
18170,18716,1,11/15/2024,18:10:58,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18171,18718,1,11/15/2024,19:54:40,20.5,20.5,L,Classic,Cheese Chilly Pizza
18172,18718,1,11/15/2024,19:54:40,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18173,18721,1,11/15/2024,20:41:33,12,12,S,Classic,Paneer Peri Peri Pizza
18174,18722,1,11/15/2024,20:58:00,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
18175,18722,1,11/15/2024,20:58:00,20.25,20.25,L,Veggie,Corn Cheese Pizza
18176,18722,1,11/15/2024,20:58:00,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18177,18722,1,11/15/2024,20:58:00,16,16,M,Classic,Paneer Peri Peri Pizza
18178,18724,1,11/15/2024,21:36:35,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18179,18725,1,11/15/2024,22:03:20,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18180,18727,1,11/15/2024,22:27:42,20.75,20.75,L,Classic,Paneer Tandoori Pizza
18181,18727,1,11/15/2024,22:27:42,18.5,18.5,L,Veggie,Onion Cheese Pizza
18182,18727,1,11/15/2024,22:27:42,16,16,M,Veggie,Corn Cheese Pizza
18183,18728,1,11/16/2024,11:37:20,18.5,18.5,L,Veggie,Onion Cheese Pizza
18184,18728,1,11/16/2024,11:37:20,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18185,18729,1,11/16/2024,11:40:26,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18186,18730,1,11/16/2024,11:45:01,20.75,20.75,L,Classic,Paneer Cheese Pizza
18187,18732,1,11/16/2024,12:06:59,16,16,M,Classic,Cheese Chilly Pizza
18188,18732,1,11/16/2024,12:06:59,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18189,18732,1,11/16/2024,12:06:59,16.5,16.5,M,Supreme,Paneer Makhani Pizza
18190,18733,1,11/16/2024,12:07:20,12.75,12.75,S,Classic,Paneer Cheese Pizza
18191,18735,1,11/16/2024,12:08:48,16.75,16.75,M,Classic,Paneer Tandoori Pizza
18192,18735,1,11/16/2024,12:08:48,12.75,12.75,S,Classic,Paneer Tandoori Pizza
18193,18735,1,11/16/2024,12:08:48,12.75,12.75,S,Classic,Paneer Cheese Pizza
18194,18736,1,11/16/2024,12:26:33,20.75,20.75,L,Supreme,Veg Special Pizza
18195,18737,1,11/16/2024,12:27:39,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
18196,18738,1,11/16/2024,12:30:29,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
18197,18740,1,11/16/2024,12:38:58,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
18198,18741,1,11/16/2024,12:53:27,12.75,12.75,S,Classic,Paneer Tandoori Pizza
18199,18741,2,11/16/2024,12:53:27,18.5,37,L,Veggie,Onion Cheese Pizza
18200,18741,1,11/16/2024,12:53:27,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
